userID,是否在黑名单,历史用户评分,一层关系黑户数,二层关系黑户数,持有手机数,大额转账数,违约贷款数,完结贷款数,被拒贷款数
person_1632,0,AA,0,0,1,2,0,0,1
person_1633,0,A,0,0,1,3,0,1,0
person_1634,0,A,1,0,1,6,0,0,0
person_1635,1,D,0,0,1,5,0,1,0
person_1636,0,A,0,1,1,2,0,0,1
person_1637,0,AA,0,0,1,2,1,0,0
person_1638,0,C,1,0,1,8,0,0,1
person_100110,0,A,0,0,1,4,1,0,0
person_100111,0,AA,0,0,1,2,0,0,1
person_100112,0,AA,0,0,1,7,0,0,1
person_100113,0,A,0,0,1,2,0,1,0
person_100114,0,A,1,0,1,7,0,0,0
person_100115,1,D,0,0,1,5,0,1,0
person_100116,0,A,0,1,1,5,0,0,1
person_100117,0,AA,0,0,1,3,1,0,0
person_100118,0,C,1,0,1,3,0,0,1
person_100119,0,AA,0,0,1,3,1,0,0
person_100120,0,A,0,1,1,4,0,0,1
person_100121,0,AA,0,0,1,3,1,1,0
person_100122,0,A,0,0,1,6,1,0,0
person_100123,0,A,0,0,1,5,0,0,1
person_100124,0,AA,0,0,1,4,0,1,0
person_100125,0,C,0,0,1,6,1,0,0
person_100126,0,AA,0,0,1,2,1,1,0
person_100127,0,A,0,0,1,1,0,1,0
person_100128,0,B,0,0,1,4,1,0,0
person_100129,0,B,0,0,1,4,0,1,0
person_100130,0,A,0,0,1,5,1,0,0
person_100131,0,AA,0,0,1,2,0,0,1
person_100132,0,AA,0,0,1,3,0,0,1
person_100133,0,A,0,0,1,0,0,1,0
person_100134,0,A,1,0,1,0,0,0,0
person_100135,1,D,0,0,1,1,0,1,0
person_100136,0,A,0,1,1,1,0,0,1
person_100137,0,AA,0,0,1,2,1,0,0
person_100138,0,C,1,0,1,2,0,0,1
person_100139,0,AA,0,0,1,1,1,0,0
person_100140,0,A,0,1,1,5,0,0,1
person_100141,0,AA,0,0,1,7,1,1,0
person_100142,0,A,0,0,1,3,1,0,0
person_100143,0,A,0,0,1,6,0,0,1
person_100144,0,AA,0,0,1,3,0,1,0
person_100145,0,C,0,0,1,4,1,0,0
person_100146,0,AA,0,0,1,1,1,1,0
person_100147,0,A,0,0,1,4,0,1,0
person_100148,0,B,0,0,1,1,1,0,0
person_100149,0,B,0,0,1,4,0,1,0
person_100150,0,A,0,0,1,7,1,0,0
person_100151,0,AA,0,0,1,4,0,0,1
person_100152,0,AA,0,0,1,2,0,0,1
person_100153,0,A,0,0,1,4,0,1,0
person_100154,0,A,1,0,1,6,0,0,0
person_100155,1,D,0,0,1,3,0,1,0
person_100156,0,A,0,1,1,2,0,0,1
person_100157,0,AA,0,0,1,2,1,0,0
person_100158,0,C,1,0,1,2,0,0,1
person_100159,0,AA,0,0,1,3,1,0,0
person_100160,0,A,0,1,1,3,0,0,1
person_100161,0,AA,0,0,1,8,1,1,0
person_100162,0,A,0,0,1,3,1,0,0
person_100163,0,A,0,0,1,2,0,0,1
person_100164,0,AA,0,0,1,2,0,1,0
person_100165,0,C,0,0,1,5,1,0,0
person_100166,0,AA,0,0,1,5,1,1,0
person_100167,0,A,0,0,1,4,0,1,0
person_100168,0,B,0,0,1,6,1,0,0
person_100169,0,B,0,0,1,2,0,1,0
person_100170,0,A,0,0,1,4,1,0,0
person_100171,0,AA,0,0,1,6,0,0,1
person_100172,0,AA,0,0,1,4,0,0,1
person_100173,0,A,0,0,1,2,0,1,0
person_100174,0,A,1,0,1,3,0,0,0
person_100175,1,D,0,0,1,2,0,1,0
person_100176,0,A,0,1,1,2,0,0,1
person_100177,0,AA,0,0,1,3,1,0,0
person_100178,0,C,1,0,1,7,0,0,1
person_100179,0,AA,0,0,1,4,1,0,0
person_100180,0,A,0,1,1,6,0,0,1
person_100181,0,AA,0,0,1,12,1,1,0
person_100182,0,A,0,0,1,1,1,0,0
person_100183,0,A,0,0,1,0,0,0,1
person_100184,0,AA,0,0,1,4,0,1,0
person_100185,0,C,0,0,1,5,1,0,0
person_100186,0,AA,0,0,1,3,1,1,0
person_100187,0,A,0,0,1,7,0,1,0
person_100188,0,B,0,0,1,3,1,0,0
person_100189,0,B,0,0,1,1,0,1,0
person_100190,0,A,0,0,1,9,1,0,0
person_100191,0,AA,0,0,1,3,0,0,1
person_100192,0,AA,0,0,1,4,0,0,1
person_100193,0,A,0,0,1,6,0,1,0
person_100194,0,A,1,0,1,3,0,0,0
person_100195,1,D,0,0,1,6,0,1,0
person_100196,0,A,0,1,1,5,0,0,1
person_100197,0,AA,0,0,1,3,1,0,0
person_100198,0,C,1,0,1,5,0,0,1
person_100199,0,AA,0,0,1,1,1,0,0
person_100200,0,A,0,1,1,5,0,0,1
person_100201,0,AA,0,0,1,8,1,1,0
person_100202,0,A,0,0,1,5,1,0,0
person_100203,0,A,0,0,1,6,0,0,1
person_100204,0,AA,0,0,1,4,0,1,0
person_100205,0,C,0,0,1,9,1,0,0
person_100206,0,AA,0,0,1,4,1,1,0
person_100207,0,A,0,0,1,5,0,1,0
person_100208,0,B,0,0,1,4,1,0,0
person_100209,0,B,0,0,1,3,0,1,0
person_100210,0,A,0,0,1,7,1,0,0
person_100211,0,AA,0,0,1,2,0,0,1
person_100212,0,AA,0,0,1,6,0,0,1
person_100213,0,A,0,0,1,4,0,1,0
person_100214,0,A,1,0,1,1,0,0,0
person_100215,1,D,0,0,1,3,0,1,0
person_100216,0,A,0,1,1,6,0,0,1
person_100217,0,AA,0,0,1,3,1,0,0
person_100218,0,C,1,0,1,2,0,0,1
person_100219,0,AA,0,0,1,4,1,0,0
person_100220,0,A,0,1,1,4,0,0,1
person_100221,0,AA,0,0,1,11,1,1,0
person_100222,0,A,0,0,1,3,1,0,0
person_100223,0,A,0,0,1,2,0,0,1
person_100224,0,AA,0,0,1,6,0,1,0
person_100225,0,C,0,0,1,4,1,0,0
person_100226,0,AA,0,0,1,2,1,1,0
person_100227,0,A,0,0,1,3,0,1,0
person_100228,0,B,0,0,1,3,1,0,0
person_100229,0,B,0,0,1,3,0,1,0
person_100230,0,A,0,0,1,10,1,0,0
person_100231,0,AA,0,0,1,3,0,0,1
person_100232,0,AA,0,0,1,4,0,0,1
person_100233,0,A,0,0,1,3,0,1,0
person_100234,0,A,1,0,1,3,0,0,0
person_100235,1,D,0,0,1,3,0,1,0
person_100236,0,A,0,1,1,4,0,0,1
person_100237,0,AA,0,0,1,1,1,0,0
person_100238,0,C,1,0,1,7,0,0,1
person_100239,0,AA,0,0,1,2,1,0,0
person_100240,0,A,0,1,1,5,0,0,1
person_100241,0,AA,0,0,1,7,1,1,0
person_100242,0,A,0,0,1,3,1,0,0
person_100243,0,A,0,0,1,3,0,0,1
person_100244,0,AA,0,0,1,4,0,1,0
person_100245,0,C,0,0,1,5,1,0,0
person_100246,0,AA,0,0,1,5,1,1,0
person_100247,0,A,0,0,1,8,0,1,0
person_100248,0,B,0,0,1,2,1,0,0
person_100249,0,B,0,0,1,3,0,1,0
person_100250,0,A,0,0,1,7,1,0,0
person_100251,0,AA,0,0,1,4,0,0,1
person_100252,0,AA,0,0,1,3,0,0,1
person_100253,0,A,0,0,1,4,0,1,0
person_100254,0,A,1,0,1,2,0,0,0
person_100255,1,D,0,0,1,2,0,1,0
person_100256,0,A,0,1,1,4,0,0,1
person_100257,0,AA,0,0,1,3,1,0,0
person_100258,0,C,1,0,1,3,0,0,1
person_100259,0,AA,0,0,1,2,1,0,0
person_100260,0,A,0,1,1,3,0,0,1
person_100261,0,AA,0,0,1,7,1,1,0
person_100262,0,A,0,0,1,3,1,0,0
person_100263,0,A,0,0,1,4,0,0,1
person_100264,0,AA,0,0,1,4,0,1,0
person_100265,0,C,0,0,1,3,1,0,0
person_100266,0,AA,0,0,1,3,1,1,0
person_100267,0,A,0,0,1,6,0,1,0
person_100268,0,B,0,0,1,4,1,0,0
person_100269,0,B,0,0,1,5,0,1,0
person_100270,0,A,0,0,1,7,1,0,0
person_100271,0,AA,0,0,1,5,0,0,1
person_100272,0,AA,0,0,1,6,0,0,1
person_100273,0,A,0,0,1,7,0,1,0
person_100274,0,A,1,0,1,4,0,0,0
person_100275,1,D,0,0,1,2,0,1,0
person_100276,0,A,0,1,1,3,0,0,1
person_100277,0,AA,0,0,1,2,1,0,0
person_100278,0,C,1,0,1,2,0,0,1
person_100279,0,AA,0,0,1,7,1,0,0
person_100280,0,A,0,1,1,7,0,0,1
person_100281,0,AA,0,0,1,5,1,1,0
person_100282,0,A,0,0,1,3,1,0,0
person_100283,0,A,0,0,1,4,0,0,1
person_100284,0,AA,0,0,1,3,0,1,0
person_100285,0,C,0,0,1,3,1,0,0
person_100286,0,AA,0,0,1,4,1,1,0
person_100287,0,A,0,0,1,3,0,1,0
person_100288,0,B,0,0,1,3,1,0,0
person_100289,0,B,0,0,1,2,0,1,0
person_100290,0,A,0,0,1,5,1,0,0
person_100291,0,AA,0,0,1,3,0,0,1
person_100292,0,AA,0,0,1,2,0,0,1
person_100293,0,A,0,0,1,4,0,1,0
person_100294,0,A,1,0,1,3,0,0,0
person_100295,1,D,0,0,1,3,0,1,0
person_100296,0,A,0,1,1,1,0,0,1
person_100297,0,AA,0,0,1,2,1,0,0
person_100298,0,C,1,0,1,5,0,0,1
person_100299,0,AA,0,0,1,2,1,0,0
person_100300,0,A,0,1,1,4,0,0,1
person_100301,0,AA,0,0,1,2,1,1,0
person_100302,0,A,0,0,1,3,1,0,0
person_100303,0,A,0,0,1,5,0,0,1
person_100304,0,AA,0,0,1,1,0,1,0
person_100305,0,C,0,0,1,3,1,0,0
person_100306,0,AA,0,0,1,4,1,1,0
person_100307,0,A,0,0,1,6,0,1,0
person_100308,0,B,0,0,1,4,1,0,0
person_100309,0,B,0,0,1,3,0,1,0
person_100310,0,A,0,0,1,6,1,0,0
person_100311,0,AA,0,0,1,5,0,0,1
person_100312,0,AA,0,0,1,3,0,0,1
person_100313,0,A,0,0,1,4,0,1,0
person_100314,0,A,1,0,1,3,0,0,0
person_100315,1,D,0,0,1,4,0,1,0
person_100316,0,A,0,1,1,3,0,0,1
person_100317,0,AA,0,0,1,3,1,0,0
person_100318,0,C,1,0,1,6,0,0,1
person_100319,0,AA,0,0,1,4,1,0,0
person_100320,0,A,0,1,1,5,0,0,1
person_100321,0,AA,0,0,1,8,1,1,0
person_100322,0,A,0,0,1,4,1,0,0
person_100323,0,A,0,0,1,1,0,0,1
person_100324,0,AA,0,0,1,4,0,1,0
person_100325,0,C,0,0,1,5,1,0,0
person_100326,0,AA,0,0,1,3,1,1,0
person_100327,0,A,0,0,1,4,0,1,0
person_100328,0,B,0,0,1,4,1,0,0
person_100329,0,B,0,0,1,4,0,1,0
person_100330,0,A,0,0,1,4,1,0,0
person_100331,0,AA,0,0,1,2,0,0,1
person_100332,0,AA,0,0,1,3,0,0,1
person_100333,0,A,0,0,1,3,0,1,0
person_100334,0,A,1,0,1,4,0,0,0
person_100335,1,D,0,0,1,3,0,1,0
person_100336,0,A,0,1,1,2,0,0,1
person_100337,0,AA,0,0,1,2,1,0,0
person_100338,0,C,1,0,1,6,0,0,1
person_100339,0,AA,0,0,1,2,1,0,0
person_100340,0,A,0,1,1,5,0,0,1
person_100341,0,AA,0,0,1,5,1,1,0
person_100342,0,A,0,0,1,3,1,0,0
person_100343,0,A,0,0,1,6,0,0,1
person_100344,0,AA,0,0,1,2,0,1,0
person_100345,0,C,0,0,1,1,1,0,0
person_100346,0,AA,0,0,1,2,1,1,0
person_100347,0,A,0,0,1,4,0,1,0
person_100348,0,B,0,0,1,4,1,0,0
person_100349,0,B,0,0,1,5,0,1,0
person_100350,0,A,0,0,1,5,1,0,0
person_100351,0,AA,0,0,1,4,0,0,1
person_100352,0,AA,0,0,1,3,0,0,1
person_100353,0,A,0,0,1,6,0,1,0
person_100354,0,A,1,0,1,4,0,0,0
person_100355,1,D,0,0,1,6,0,1,0
person_100356,0,A,0,1,1,3,0,0,1
person_100357,0,AA,0,0,1,1,1,0,0
person_100358,0,C,1,0,1,2,0,0,1
person_100359,0,AA,0,0,1,4,1,0,0
person_100360,0,A,0,1,1,5,0,0,1
person_100361,0,AA,0,0,1,6,1,1,0
person_100362,0,A,0,0,1,3,1,0,0
person_100363,0,A,0,0,1,2,0,0,1
person_100364,0,AA,0,0,1,1,0,1,0
person_100365,0,C,0,0,1,2,1,0,0
person_100366,0,AA,0,0,1,0,1,1,0
person_100367,0,A,0,0,1,5,0,1,0
person_100368,0,B,0,0,1,5,1,0,0
person_100369,0,B,0,0,1,3,0,1,0
person_100370,0,A,0,0,1,7,1,0,0
person_100371,0,AA,0,0,1,3,0,0,1
person_100372,0,AA,0,0,1,4,0,0,1
person_100373,0,A,0,0,1,5,0,1,0
person_100374,0,A,1,0,1,2,0,0,0
person_100375,1,D,0,0,1,5,0,1,0
person_100376,0,A,0,1,1,2,0,0,1
person_100377,0,AA,0,0,1,2,1,0,0
person_100378,0,C,1,0,1,3,0,0,1
person_100379,0,AA,0,0,1,4,1,0,0
person_100380,0,A,0,1,1,5,0,0,1
person_100381,0,AA,0,0,1,7,1,1,0
person_100382,0,A,0,0,1,2,1,0,0
person_100383,0,A,0,0,1,4,0,0,1
person_100384,0,AA,0,0,1,3,0,1,0
person_100385,0,C,0,0,1,7,1,0,0
person_100386,0,AA,0,0,1,3,1,1,0
person_100387,0,A,0,0,1,3,0,1,0
person_100388,0,B,0,0,1,5,1,0,0
person_100389,0,B,0,0,1,1,0,1,0
person_100390,0,A,0,0,1,10,1,0,0
person_100391,0,AA,0,0,1,0,0,0,1
person_100392,0,AA,0,0,1,3,0,0,1
person_100393,0,A,0,0,1,2,0,1,0
person_100394,0,A,1,0,1,6,0,0,0
person_100395,1,D,0,0,1,4,0,1,0
person_100396,0,A,0,1,1,3,0,0,1
person_100397,0,AA,0,0,1,4,1,0,0
person_100398,0,C,1,0,1,1,0,0,1
person_100399,0,AA,0,0,1,2,1,0,0
person_100400,0,A,0,1,1,4,0,0,1
person_100401,0,AA,0,0,1,5,1,1,0
person_100402,0,A,0,0,1,4,1,0,0
person_100403,0,A,0,0,1,3,0,0,1
person_100404,0,AA,0,0,1,5,0,1,0
person_100405,0,C,0,0,1,5,1,0,0
person_100406,0,AA,0,0,1,4,1,1,0
person_100407,0,A,0,0,1,2,0,1,0
person_100408,0,B,0,0,1,4,1,0,0
person_100409,0,B,0,0,1,5,0,1,0
person_100410,0,A,0,0,1,7,1,0,0
person_100411,0,AA,0,0,1,4,0,0,1
person_100412,0,AA,0,0,1,1,0,0,1
person_100413,0,A,0,0,1,3,0,1,0
person_100414,0,A,1,0,1,4,0,0,0
person_100415,1,D,0,0,1,4,0,1,0
person_100416,0,A,0,1,1,4,0,0,1
person_100417,0,AA,0,0,1,0,1,0,0
person_100418,0,C,1,0,1,2,0,0,1
person_100419,0,AA,0,0,1,4,1,0,0
person_100420,0,A,0,1,1,2,0,0,1
person_100421,0,AA,0,0,1,8,1,1,0
person_100422,0,A,0,0,1,7,1,0,0
person_100423,0,A,0,0,1,3,0,0,1
person_100424,0,AA,0,0,1,3,0,1,0
person_100425,0,C,0,0,1,7,1,0,0
person_100426,0,AA,0,0,1,2,1,1,0
person_100427,0,A,0,0,1,5,0,1,0
person_100428,0,B,0,0,1,1,1,0,0
person_100429,0,B,0,0,1,4,0,1,0
person_100430,0,A,0,0,1,7,1,0,0
person_100431,0,AA,0,0,1,3,0,0,1
person_100432,0,AA,0,0,1,5,0,0,1
person_100433,0,A,0,0,1,5,0,1,0
person_100434,0,A,1,0,1,2,0,0,0
person_100435,1,D,0,0,1,1,0,1,0
person_100436,0,A,0,1,1,2,0,0,1
person_100437,0,AA,0,0,1,1,1,0,0
person_100438,0,C,1,0,1,2,0,0,1
person_100439,0,AA,0,0,1,2,1,0,0
person_100440,0,A,0,1,1,2,0,0,1
person_100441,0,AA,0,0,1,5,1,1,0
person_100442,0,A,0,0,1,3,1,0,0
person_100443,0,A,0,0,1,0,0,0,1
person_100444,0,AA,0,0,1,2,0,1,0
person_100445,0,C,0,0,1,4,1,0,0
person_100446,0,AA,0,0,1,3,1,1,0
person_100447,0,A,0,0,1,3,0,1,0
person_100448,0,B,0,0,1,1,1,0,0
person_100449,0,B,0,0,1,3,0,1,0
person_100450,0,A,0,0,1,5,1,0,0
person_100451,0,AA,0,0,1,1,0,0,1
person_100452,0,AA,0,0,1,3,0,0,1
person_100453,0,A,0,0,1,4,0,1,0
person_100454,0,A,1,0,1,5,0,0,0
person_100455,1,D,0,0,1,4,0,1,0
person_100456,0,A,0,1,1,7,0,0,1
person_100457,0,AA,0,0,1,3,1,0,0
person_100458,0,C,1,0,1,3,0,0,1
person_100459,0,AA,0,0,1,6,1,0,0
person_100460,0,A,0,1,1,4,0,0,1
person_100461,0,AA,0,0,1,5,1,1,0
person_100462,0,A,0,0,1,5,1,0,0
person_100463,0,A,0,0,1,3,0,0,1
person_100464,0,AA,0,0,1,3,0,1,0
person_100465,0,C,0,0,1,6,1,0,0
person_100466,0,AA,0,0,1,5,1,1,0
person_100467,0,A,0,0,1,2,0,1,0
person_100468,0,B,0,0,1,2,1,0,0
person_100469,0,B,0,0,1,4,0,1,0
person_100470,0,A,0,0,1,5,1,0,0
person_100471,0,AA,0,0,1,4,0,0,1
person_100472,0,AA,0,0,1,2,0,0,1
person_100473,0,A,0,0,1,1,0,1,0
person_100474,0,A,1,0,1,3,0,0,0
person_100475,1,D,0,0,1,4,0,1,0
person_100476,0,A,0,1,1,3,0,0,1
person_100477,0,AA,0,0,1,4,1,0,0
person_100478,0,C,1,0,1,1,0,0,1
person_100479,0,AA,0,0,1,3,1,0,0
person_100480,0,A,0,1,1,3,0,0,1
person_100481,0,AA,0,0,1,4,1,1,0
person_100482,0,A,0,0,1,4,1,0,0
person_100483,0,A,0,0,1,5,0,0,1
person_100484,0,AA,0,0,1,5,0,1,0
person_100485,0,C,0,0,1,6,1,0,0
person_100486,0,AA,0,0,1,2,1,1,0
person_100487,0,A,0,0,1,1,0,1,0
person_100488,0,B,0,0,1,3,1,0,0
person_100489,0,B,0,0,1,3,0,1,0
person_100490,0,A,0,0,1,2,1,0,0
person_100491,0,AA,0,0,1,2,0,0,1
person_100492,0,AA,0,0,1,3,0,0,1
person_100493,0,A,0,0,1,1,0,1,0
person_100494,0,A,1,0,1,5,0,0,0
person_100495,1,D,0,0,1,2,0,1,0
person_100496,0,A,0,1,1,4,0,0,1
person_100497,0,AA,0,0,1,2,1,0,0
person_100498,0,C,1,0,1,3,0,0,1
person_100499,0,AA,0,0,1,5,1,0,0
person_100500,0,A,0,1,1,5,0,0,1
person_100501,0,AA,0,0,1,8,1,1,0
person_100502,0,A,0,0,1,3,1,0,0
person_100503,0,A,0,0,1,3,0,0,1
person_100504,0,AA,0,0,1,5,0,1,0
person_100505,0,C,0,0,1,3,1,0,0
person_100506,0,AA,0,0,1,6,1,1,0
person_100507,0,A,0,0,1,8,0,1,0
person_100508,0,B,0,0,1,4,1,0,0
person_100509,0,B,0,0,1,2,0,1,0
person_100510,0,A,0,0,1,5,1,0,0
person_100511,0,AA,0,0,1,5,0,0,1
person_100512,0,AA,0,0,1,3,0,0,1
person_100513,0,A,0,0,1,3,0,1,0
person_100514,0,A,1,0,1,1,0,0,0
person_100515,1,D,0,0,1,1,0,1,0
person_100516,0,A,0,1,1,2,0,0,1
person_100517,0,AA,0,0,1,3,1,0,0
person_100518,0,C,1,0,1,4,0,0,1
person_100519,0,AA,0,0,1,3,1,0,0
person_100520,0,A,0,1,1,6,0,0,1
person_100521,0,AA,0,0,1,10,1,1,0
person_100522,0,A,0,0,1,3,1,0,0
person_100523,0,A,0,0,1,0,0,0,1
person_100524,0,AA,0,0,1,3,0,1,0
person_100525,0,C,0,0,1,3,1,0,0
person_100526,0,AA,0,0,1,2,1,1,0
person_100527,0,A,0,0,1,3,0,1,0
person_100528,0,B,0,0,1,2,1,0,0
person_100529,0,B,0,0,1,2,0,1,0
person_100530,0,A,0,0,1,5,1,0,0
person_100531,0,AA,0,0,1,2,0,0,1
person_100532,0,AA,0,0,1,5,0,0,1
person_100533,0,A,0,0,1,2,0,1,0
person_100534,0,A,1,0,1,2,0,0,0
person_100535,1,D,0,0,1,3,0,1,0
person_100536,0,A,0,1,1,1,0,0,1
person_100537,0,AA,0,0,1,0,1,0,0
person_100538,0,C,1,0,1,5,0,0,1
person_100539,0,AA,0,0,1,2,1,0,0
person_100540,0,A,0,1,1,6,0,0,1
person_100541,0,AA,0,0,1,6,1,1,0
person_100542,0,A,0,0,1,4,1,0,0
person_100543,0,A,0,0,1,3,0,0,1
person_100544,0,AA,0,0,1,5,0,1,0
person_100545,0,C,0,0,1,2,1,0,0
person_100546,0,AA,0,0,1,2,1,1,0
person_100547,0,A,0,0,1,5,0,1,0
person_100548,0,B,0,0,1,3,1,0,0
person_100549,0,B,0,0,1,4,0,1,0
person_100550,0,A,0,0,1,4,1,0,0
person_100551,0,AA,0,0,1,4,0,0,1
person_100552,0,AA,0,0,1,4,0,0,1
person_100553,0,A,0,0,1,2,0,1,0
person_100554,0,A,1,0,1,5,0,0,0
person_100555,1,D,0,0,1,2,0,1,0
person_100556,0,A,0,1,1,5,0,0,1
person_100557,0,AA,0,0,1,1,1,0,0
person_100558,0,C,1,0,1,3,0,0,1
person_100559,0,AA,0,0,1,2,1,0,0
person_100560,0,A,0,1,1,3,0,0,1
person_100561,0,AA,0,0,1,7,1,1,0
person_100562,0,A,0,0,1,4,1,0,0
person_100563,0,A,0,0,1,4,0,0,1
person_100564,0,AA,0,0,1,4,0,1,0
person_100565,0,C,0,0,1,5,1,0,0
person_100566,0,AA,0,0,1,3,1,1,0
person_100567,0,A,0,0,1,6,0,1,0
person_100568,0,B,0,0,1,3,1,0,0
person_100569,0,B,0,0,1,5,0,1,0
person_100570,0,A,0,0,1,7,1,0,0
person_100571,0,AA,0,0,1,4,0,0,1
person_100572,0,AA,0,0,1,6,0,0,1
person_100573,0,A,0,0,1,4,0,1,0
person_100574,0,A,1,0,1,2,0,0,0
person_100575,1,D,0,0,1,3,0,1,0
person_100576,0,A,0,1,1,4,0,0,1
person_100577,0,AA,0,0,1,0,1,0,0
person_100578,0,C,1,0,1,5,0,0,1
person_100579,0,AA,0,0,1,4,1,0,0
person_100580,0,A,0,1,1,4,0,0,1
person_100581,0,AA,0,0,1,9,1,1,0
person_100582,0,A,0,0,1,3,1,0,0
person_100583,0,A,0,0,1,5,0,0,1
person_100584,0,AA,0,0,1,5,0,1,0
person_100585,0,C,0,0,1,5,1,0,0
person_100586,0,AA,0,0,1,4,1,1,0
person_100587,0,A,0,0,1,6,0,1,0
person_100588,0,B,0,0,1,4,1,0,0
person_100589,0,B,0,0,1,3,0,1,0
person_100590,0,A,0,0,1,10,1,0,0
person_100591,0,AA,0,0,1,2,0,0,1
person_100592,0,AA,0,0,1,2,0,0,1
person_100593,0,A,0,0,1,2,0,1,0
person_100594,0,A,1,0,1,3,0,0,0
person_100595,1,D,0,0,1,4,0,1,0
person_100596,0,A,0,1,1,4,0,0,1
person_100597,0,AA,0,0,1,3,1,0,0
person_100598,0,C,1,0,1,5,0,0,1
person_100599,0,AA,0,0,1,2,1,0,0
person_100600,0,A,0,1,1,6,0,0,1
person_100601,0,AA,0,0,1,9,1,1,0
person_100602,0,A,0,0,1,6,1,0,0
person_100603,0,A,0,0,1,5,0,0,1
person_100604,0,AA,0,0,1,4,0,1,0
person_100605,0,C,0,0,1,6,1,0,0
person_100606,0,AA,0,0,1,2,1,1,0
person_100607,0,A,0,0,1,6,0,1,0
person_100608,0,B,0,0,1,4,1,0,0
person_100609,0,B,0,0,1,5,0,1,0
person_100610,0,A,0,0,1,9,1,0,0
person_100611,0,AA,0,0,1,5,0,0,1
person_100612,0,AA,0,0,1,3,0,0,1
person_100613,0,A,0,0,1,3,0,1,0
person_100614,0,A,1,0,1,3,0,0,0
person_100615,1,D,0,0,1,1,0,1,0
person_100616,0,A,0,1,1,3,0,0,1
person_100617,0,AA,0,0,1,4,1,0,0
person_100618,0,C,1,0,1,3,0,0,1
person_100619,0,AA,0,0,1,1,1,0,0
person_100620,0,A,0,1,1,6,0,0,1
person_100621,0,AA,0,0,1,7,1,1,0
person_100622,0,A,0,0,1,3,1,0,0
person_100623,0,A,0,0,1,4,0,0,1
person_100624,0,AA,0,0,1,4,0,1,0
person_100625,0,C,0,0,1,5,1,0,0
person_100626,0,AA,0,0,1,6,1,1,0
person_100627,0,A,0,0,1,4,0,1,0
person_100628,0,B,0,0,1,5,1,0,0
person_100629,0,B,0,0,1,4,0,1,0
person_100630,0,A,0,0,1,5,1,0,0
person_100631,0,AA,0,0,1,4,0,0,1
person_100632,0,AA,0,0,1,3,0,0,1
person_100633,0,A,0,0,1,1,0,1,0
person_100634,0,A,1,0,1,4,0,0,0
person_100635,1,D,0,0,1,2,0,1,0
person_100636,0,A,0,1,1,1,0,0,1
person_100637,0,AA,0,0,1,2,1,0,0
person_100638,0,C,1,0,1,4,0,0,1
person_100639,0,AA,0,0,1,4,1,0,0
person_100640,0,A,0,1,1,6,0,0,1
person_100641,0,AA,0,0,1,5,1,1,0
person_100642,0,A,0,0,1,5,1,0,0
person_100643,0,A,0,0,1,4,0,0,1
person_100644,0,AA,0,0,1,5,0,1,0
person_100645,0,C,0,0,1,5,1,0,0
person_100646,0,AA,0,0,1,4,1,1,0
person_100647,0,A,0,0,1,4,0,1,0
person_100648,0,B,0,0,1,2,1,0,0
person_100649,0,B,0,0,1,2,0,1,0
person_100650,0,A,0,0,1,7,1,0,0
person_100651,0,AA,0,0,1,2,0,0,1
person_100652,0,AA,0,0,1,2,0,0,1
person_100653,0,A,0,0,1,1,0,1,0
person_100654,0,A,1,0,1,3,0,0,0
person_100655,1,D,0,0,1,2,0,1,0
person_194702,0,A,0,0,1,2,1,0,0
person_194703,0,A,0,0,1,2,0,0,1
person_194704,0,AA,0,0,1,3,0,1,0
person_194705,0,C,0,0,1,7,1,0,0
person_194706,0,AA,0,0,1,4,1,1,0
person_194707,0,A,0,0,1,4,0,1,0
person_194708,0,B,0,0,1,2,1,0,0
person_194709,0,B,0,0,1,2,0,1,0
person_194710,0,A,0,0,1,9,1,0,0
person_194711,0,AA,0,0,1,3,0,0,1
person_194712,0,AA,0,0,1,2,0,0,1
person_194713,0,A,0,0,1,5,0,1,0
person_194714,0,A,1,0,1,3,0,0,0
person_194715,1,D,0,0,1,2,0,1,0
person_194716,0,A,0,1,1,3,0,0,1
person_194717,0,AA,0,0,1,4,1,0,0
person_194718,0,C,1,0,1,3,0,0,1
person_194719,0,AA,0,0,1,1,1,0,0
person_194720,0,A,0,1,1,6,0,0,1
person_194721,0,AA,0,0,1,6,1,1,0
person_194722,0,A,0,0,1,3,1,0,0
person_194723,0,A,0,0,1,3,0,0,1
person_194724,0,AA,0,0,1,4,0,1,0
person_194725,0,C,0,0,1,6,1,0,0
person_194726,0,AA,0,0,1,2,1,1,0
person_194727,0,A,0,0,1,3,0,1,0
person_194728,0,B,0,0,1,7,1,0,0
person_194729,0,B,0,0,1,1,0,1,0
person_194730,0,A,0,0,1,5,1,0,0
person_194731,0,AA,0,0,1,1,0,0,1
person_194732,0,AA,0,0,1,3,0,0,1
person_194733,0,A,0,0,1,0,0,1,0
person_194734,0,A,1,0,1,2,0,0,0
person_194735,1,D,0,0,1,3,0,1,0
person_194736,0,A,0,1,1,2,0,0,1
person_194737,0,AA,0,0,1,3,1,0,0
person_194738,0,C,1,0,1,3,0,0,1
person_194739,0,AA,0,0,1,5,1,0,0
person_194740,0,A,0,1,1,3,0,0,1
person_194741,0,AA,0,0,1,4,1,1,0
person_194742,0,A,0,0,1,3,1,0,0
person_194743,0,A,0,0,1,3,0,0,1
person_194744,0,AA,0,0,1,2,0,1,0
